No.,Mid(100),Topic-M,T1,Topic-1,T2,Topic-2,T3,Topic-3,T4,Topic-4,T5,Topic-5,Tut (80),PCT (180),Comp(45),Comp(75),Comp(120),CT(300)
715,37,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,12,K&K 6,11,"A.P F 3,4",2,A.P F 5,54,91,6,9,14,105
716,49,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,11,K&K 6,15,"A.P F 3,4",0,A.P F 5,75,124,10,9,19,143
717,35,"K&K 2,3,4,6",3,"K&K 2,3",14,K&K 4,10,K&K 6,7,"A.P F 3,4",3,A.P F 5,46,81,7,25,32,113
718,45,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,12,K&K 6,13,"A.P F 3,4",15,A.P F 5,74,119,13,24,37,156
719,36,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,116,17,9,26,142
720,71,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",14,A.P F 5,80,151,38,59,97,248
721,43,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,3,K&K 6,5,"A.P F 3,4",12,A.P F 5,38,81,4,1,5,86
722,23,"K&K 2,3,4,6",7,"K&K 2,3",5,K&K 4,12,K&K 6,8,"A.P F 3,4",3,A.P F 5,43,66,2,14,16,82
723,46,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,5,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,113,6,17,23,136
724,31,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,3,K&K 6,15,"A.P F 3,4",15,A.P F 5,64,95,14,9,23,118
725,34,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,12,K&K 6,15,"A.P F 3,4",6,A.P F 5,59,93,3,8,10,103
726,37,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,8,K&K 6,15,"A.P F 3,4",15,A.P F 5,60,97,8,43,51,148
727,29,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,1,K&K 6,3,"A.P F 3,4",3,A.P F 5,42,71,4,3,6,77
728,37,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",4,A.P F 5,63,100,12,19,31,131
729,24,"K&K 2,3,4,6",2,"K&K 2,3",6,K&K 4,0,K&K 6,4,"A.P F 3,4",5,A.P F 5,23,47,11,10,21,68
730,38,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,71,109,19,9,28,137
731,24,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",4,A.P F 5,46,70,4,12,16,86
732,61,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,15,K&K 6,12,"A.P F 3,4",15,A.P F 5,70,131,17,5,22,153
733,37,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,10,"A.P F 3,4",15,A.P F 5,74,111,8,9,17,128
734,25,"K&K 2,3,4,6",6,"K&K 2,3",15,K&K 4,4,K&K 6,8,"A.P F 3,4",15,A.P F 5,59,84,9,6,15,99
735,34,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",0,A.P F 5,60,94,0,6,6,100
736,18,"K&K 2,3,4,6",10,"K&K 2,3",10,K&K 4,0,K&K 6,14,"A.P F 3,4",6,A.P F 5,53,71,5,5,10,81
737,34,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,78,112,18,6,24,136
738,18,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,98,6,18,24,122
739,67,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",0,A.P F 5,59,126,11,10,21,147
740,42,"K&K 2,3,4,6",5,"K&K 2,3",14,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,79,121,12,10,22,143
741,11,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,0,K&K 6,8,"A.P F 3,4",15,A.P F 5,62,73,15,5,20,93
742,20,"K&K 2,3,4,6",2,"K&K 2,3",7,K&K 4,1,K&K 6,6,"A.P F 3,4",3,A.P F 5,24,44,1,9,10,54
743,41,"K&K 2,3,4,6",2,"K&K 2,3",11,K&K 4,2,K&K 6,6,"A.P F 3,4",0,A.P F 5,28,69,5,1,6,75
744,25,"K&K 2,3,4,6",11,"K&K 2,3",9,K&K 4,15,K&K 6,6,"A.P F 3,4",3,A.P F 5,55,80,13,12,25,105
745,33,"K&K 2,3,4,6",15,"K&K 2,3",11,K&K 4,2,K&K 6,4,"A.P F 3,4",2,A.P F 5,43,76,6,7,12,88
746,36,"K&K 2,3,4,6",5,"K&K 2,3",10,K&K 4,15,K&K 6,10,"A.P F 3,4",14,A.P F 5,66,102,16,2,18,120
747,43,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,8,K&K 6,15,"A.P F 3,4",0,A.P F 5,47,90,5,10,15,105
748,30,"K&K 2,3,4,6",7,"K&K 2,3",0,K&K 4,10,K&K 6,13,"A.P F 3,4",2,A.P F 5,43,73,5,22,27,100
749,45,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,125,14,15,28,153
750,37,"K&K 2,3,4,6",12,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",13,A.P F 5,75,112,11,12,23,135
751,30,"K&K 2,3,4,6",3,"K&K 2,3",5,K&K 4,13,K&K 6,5,"A.P F 3,4",15,A.P F 5,51,81,14,12,26,107
752,34,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,0,K&K 6,6,"A.P F 3,4",0,A.P F 5,48,82,6,18,24,106
753,39,"K&K 2,3,4,6",3,"K&K 2,3",7,K&K 4,0,K&K 6,7,"A.P F 3,4",4,A.P F 5,28,67,6,14,20,87
754,34,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,5,K&K 6,0,"A.P F 3,4",15,A.P F 5,27,61,4,4,8,69
755,35,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,3,K&K 6,8,"A.P F 3,4",15,A.P F 5,44,79,6,1,7,86
756,4,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,2,K&K 6,2,"A.P F 3,4",15,A.P F 5,46,50,6,43,49,99
757,27,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",1,A.P F 5,52,79,2,4,6,85
758,35,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,0,K&K 6,5,"A.P F 3,4",0,A.P F 5,23,58,14,8,22,80
759,28,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,1,K&K 6,6,"A.P F 3,4",5,A.P F 5,42,70,9,28,37,107
760,18,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,14,"A.P F 3,4",8,A.P F 5,30,48,6,11,17,65
761,35,"K&K 2,3,4,6",0,"K&K 2,3",10,K&K 4,0,K&K 6,7,"A.P F 3,4",5,A.P F 5,29,64,4,5,9,73
762,16,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,1,"A.P F 3,4",3,A.P F 5,7,23,4,2,6,29
763,2,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,0,K&K 6,15,"A.P F 3,4",4,A.P F 5,46,48,4,0,4,52
764,27,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,2,K&K 6,10,"A.P F 3,4",11,A.P F 5,51,78,4,4,8,86
765,37,"K&K 2,3,4,6",9,"K&K 2,3",0,K&K 4,2,K&K 6,15,"A.P F 3,4",15,A.P F 5,55,92,3,1,4,96
766,0,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,0,K&K 6,10,"A.P F 3,4",0,A.P F 5,22,22,0,0,0,22
767,30,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",0,A.P F 5,59,89,6,4,10,99
768,11,"K&K 2,3,4,6",0,"K&K 2,3",4,K&K 4,0,K&K 6,6,"A.P F 3,4",0,A.P F 5,14,25,4,0,4,29
769,35,"K&K 2,3,4,6",4,"K&K 2,3",9,K&K 4,15,K&K 6,12,"A.P F 3,4",13,A.P F 5,66,101,6,22,28,129
770,41,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,9,K&K 6,9,"A.P F 3,4",11,A.P F 5,59,100,6,12,18,118
771,2,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,8,K&K 6,3,"A.P F 3,4",12,A.P F 5,51,53,5,0,5,58
772,25,"K&K 2,3,4,6",5,"K&K 2,3",4,K&K 4,2,K&K 6,4,"A.P F 3,4",15,A.P F 5,38,63,0,4,4,67
773,32,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,10,K&K 6,13,"A.P F 3,4",15,A.P F 5,71,103,7,9,16,119
774,32,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,4,K&K 6,0,"A.P F 3,4",15,A.P F 5,39,71,6,24,30,101
775,21,"K&K 2,3,4,6",0,"K&K 2,3",4,K&K 4,0,K&K 6,13,"A.P F 3,4",0,A.P F 5,23,44,4,2,6,50
776,30,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,10,K&K 6,0,"A.P F 3,4",15,A.P F 5,34,64,5,0,5,69
777,16,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,1,K&K 6,15,"A.P F 3,4",13,A.P F 5,60,76,2,7,9,85
778,7,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,2,9,1,6,7,16
779,13,"K&K 2,3,4,6",5,"K&K 2,3",1,K&K 4,0,K&K 6,13,"A.P F 3,4",9,A.P F 5,38,51,0,1,1,52
780,33,"K&K 2,3,4,6",0,"K&K 2,3",6,K&K 4,2,K&K 6,8,"A.P F 3,4",7,A.P F 5,30,63,3,2,5,68
781,16,"K&K 2,3,4,6",0,"K&K 2,3",5,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,7,23,2,5,7,30
782,28,"K&K 2,3,4,6",15,"K&K 2,3",10,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,74,102,1,5,6,108
783,6,"K&K 2,3,4,6",4,"K&K 2,3",11,K&K 4,2,K&K 6,2,"A.P F 3,4",6,A.P F 5,31,37,8,15,22,59
784,10,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",5,A.P F 5,14,24,4,3,7,31
785,17,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,1,K&K 6,8,"A.P F 3,4",4,A.P F 5,19,36,1,11,12,48
786,20,"K&K 2,3,4,6",5,"K&K 2,3",6,K&K 4,0,K&K 6,0,"A.P F 3,4",5,A.P F 5,22,42,3,15,18,60
787,30,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,3,"A.P F 3,4",5,A.P F 5,11,41,4,7,11,52
788,2,"K&K 2,3,4,6",3,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,4,6,0,1,1,7
789,32,"K&K 2,3,4,6",5,"K&K 2,3",8,K&K 4,8,K&K 6,15,"A.P F 3,4",10,A.P F 5,55,87,13,17,30,117
790,53,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,2,"A.P F 3,4",7,A.P F 5,70,123,10,42,52,175
791,41,"K&K 2,3,4,6",2,"K&K 2,3",11,K&K 4,15,K&K 6,15,"A.P F 3,4",1,A.P F 5,58,99,17,12,29,128
792,37,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,15,K&K 6,10,"A.P F 3,4",6,A.P F 5,56,93,10,6,16,109
793,40,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",8,A.P F 5,74,114,10,11,20,134
794,20,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,1,K&K 6,6,"A.P F 3,4",7,A.P F 5,22,42,0,5,5,47
795,21,"K&K 2,3,4,6",3,"K&K 2,3",11,K&K 4,8,K&K 6,0,"A.P F 3,4",9,A.P F 5,42,63,8,12,20,83
796,29,"K&K 2,3,4,6",3,"K&K 2,3",2,K&K 4,2,K&K 6,3,"A.P F 3,4",8,A.P F 5,22,51,11,10,21,72
797,20,"K&K 2,3,4,6",12,"K&K 2,3",10,K&K 4,0,K&K 6,10,"A.P F 3,4",15,A.P F 5,63,83,2,9,10,93
798,31,"K&K 2,3,4,6",15,"K&K 2,3",10,K&K 4,15,K&K 6,10,"A.P F 3,4",6,A.P F 5,67,98,2,9,11,109
799,63,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,143,22,10,32,175
800,31,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,5,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,98,24,14,37,135
801,46,"K&K 2,3,4,6",15,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,126,19,13,31,157
802,38,"K&K 2,3,4,6",14,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",0,A.P F 5,75,113,9,31,40,153
803,31,"K&K 2,3,4,6",9,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",13,A.P F 5,78,109,12,13,25,134
804,16,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,16,2,0,2,18
805,30,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,1,K&K 6,4,"A.P F 3,4",1,A.P F 5,31,61,10,2,12,73
806,36,"K&K 2,3,4,6",5,"K&K 2,3",6,K&K 4,10,K&K 6,15,"A.P F 3,4",15,A.P F 5,62,98,8,12,20,118
807,39,"K&K 2,3,4,6",14,"K&K 2,3",10,K&K 4,0,K&K 6,15,"A.P F 3,4",12,A.P F 5,68,107,0,16,16,123
808,24,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,15,K&K 6,13,"A.P F 3,4",8,A.P F 5,58,82,5,8,13,95
809,52,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,80,132,29,10,39,171
810,41,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,15,K&K 6,15,"A.P F 3,4",3,A.P F 5,64,105,9,15,24,129
811,7,"K&K 2,3,4,6",3,"K&K 2,3",9,K&K 4,3,K&K 6,8,"A.P F 3,4",7,A.P F 5,36,43,7,8,15,58
812,26,"K&K 2,3,4,6",9,"K&K 2,3",12,K&K 4,8,K&K 6,5,"A.P F 3,4",0,A.P F 5,46,72,3,5,8,80
813,52,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,15,K&K 6,7,"A.P F 3,4",15,A.P F 5,70,122,4,13,17,139
814,28,"K&K 2,3,4,6",4,"K&K 2,3",7,K&K 4,7,K&K 6,6,"A.P F 3,4",11,A.P F 5,42,70,16,21,36,106
815,38,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",5,A.P F 5,54,92,14,8,22,114
816,27,"K&K 2,3,4,6",0,"K&K 2,3",13,K&K 4,10,K&K 6,2,"A.P F 3,4",15,A.P F 5,54,81,8,7,15,96
817,27,"K&K 2,3,4,6",8,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,103,11,9,20,123
818,21,"K&K 2,3,4,6",7,"K&K 2,3",10,K&K 4,8,K&K 6,2,"A.P F 3,4",15,A.P F 5,54,75,0,3,3,78
819,40,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,11,"A.P F 3,4",15,A.P F 5,75,115,11,6,17,132
820,50,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,1,K&K 6,5,"A.P F 3,4",15,A.P F 5,50,100,18,13,30,130
821,36,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,60,96,8,25,33,129
822,24,"K&K 2,3,4,6",1,"K&K 2,3",7,K&K 4,4,K&K 6,9,"A.P F 3,4",2,A.P F 5,30,54,5,10,15,69
823,19,"K&K 2,3,4,6",13,"K&K 2,3",0,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,58,77,5,6,11,88
824,24,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,5,"A.P F 3,4",5,A.P F 5,14,38,4,5,9,47
825,22,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,0,K&K 6,8,"A.P F 3,4",12,A.P F 5,40,62,0,0,0,62
826,49,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,15,K&K 6,8,"A.P F 3,4",12,A.P F 5,67,116,19,9,27,143
827,18,"K&K 2,3,4,6",10,"K&K 2,3",15,K&K 4,3,K&K 6,15,"A.P F 3,4",9,A.P F 5,66,84,10,7,17,101
828,23,"K&K 2,3,4,6",11,"K&K 2,3",12,K&K 4,15,K&K 6,3,"A.P F 3,4",13,A.P F 5,68,91,2,10,12,103
829,25,"K&K 2,3,4,6",3,"K&K 2,3",11,K&K 4,12,K&K 6,4,"A.P F 3,4",5,A.P F 5,43,68,12,4,16,84
830,27,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,0,K&K 6,15,"A.P F 3,4",15,A.P F 5,43,70,11,3,14,84
831,38,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,114,0,0,0,114
832,15,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,0,K&K 6,4,"A.P F 3,4",7,A.P F 5,24,39,14,10,24,63
833,29,"K&K 2,3,4,6",0,"K&K 2,3",9,K&K 4,1,K&K 6,6,"A.P F 3,4",7,A.P F 5,31,60,1,4,5,65
834,42,"K&K 2,3,4,6",5,"K&K 2,3",14,K&K 4,15,K&K 6,12,"A.P F 3,4",11,A.P F 5,70,112,7,42,49,161
835,49,"K&K 2,3,4,6",10,"K&K 2,3",8,K&K 4,15,K&K 6,5,"A.P F 3,4",5,A.P F 5,51,100,3,6,9,109
836,57,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,15,K&K 6,7,"A.P F 3,4",8,A.P F 5,47,104,16,5,21,125
837,37,"K&K 2,3,4,6",5,"K&K 2,3",9,K&K 4,15,K&K 6,14,"A.P F 3,4",15,A.P F 5,71,108,12,10,22,130
838,43,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,15,K&K 6,5,"A.P F 3,4",15,A.P F 5,67,110,3,4,7,117
839,19,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,11,K&K 6,10,"A.P F 3,4",15,A.P F 5,68,87,0,21,21,108
840,34,"K&K 2,3,4,6",0,"K&K 2,3",1,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,3,37,5,6,11,48
841,27,"K&K 2,3,4,6",0,"K&K 2,3",8,K&K 4,2,K&K 6,6,"A.P F 3,4",3,A.P F 5,26,53,5,6,11,64
842,14,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,9,K&K 6,2,"A.P F 3,4",13,A.P F 5,52,66,7,5,12,78
843,22,"K&K 2,3,4,6",3,"K&K 2,3",15,K&K 4,15,K&K 6,11,"A.P F 3,4",11,A.P F 5,70,92,8,5,13,105
844,31,"K&K 2,3,4,6",7,"K&K 2,3",6,K&K 4,14,K&K 6,7,"A.P F 3,4",0,A.P F 5,46,77,9,9,18,95
845,9,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,89,0,0,0,89
846,50,"K&K 2,3,4,6",2,"K&K 2,3",8,K&K 4,1,K&K 6,11,"A.P F 3,4",15,A.P F 5,48,98,11,4,15,113
847,46,"K&K 2,3,4,6",15,"K&K 2,3",9,K&K 4,15,K&K 6,7,"A.P F 3,4",8,A.P F 5,63,109,10,18,28,137
848,51,"K&K 2,3,4,6",5,"K&K 2,3",0,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,67,118,5,9,14,132
849,8,"K&K 2,3,4,6",5,"K&K 2,3",8,K&K 4,5,K&K 6,0,"A.P F 3,4",6,A.P F 5,32,40,3,6,9,49
850,20,"K&K 2,3,4,6",1,"K&K 2,3",11,K&K 4,3,K&K 6,5,"A.P F 3,4",0,A.P F 5,27,47,1,1,2,49
851,38,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",5,A.P F 5,47,85,5,3,8,93
852,28,"K&K 2,3,4,6",13,"K&K 2,3",0,K&K 4,4,K&K 6,3,"A.P F 3,4",14,A.P F 5,46,74,12,4,16,90
853,25,"K&K 2,3,4,6",1,"K&K 2,3",10,K&K 4,10,K&K 6,1,"A.P F 3,4",12,A.P F 5,44,69,7,0,7,76
854,38,"K&K 2,3,4,6",12,"K&K 2,3",13,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,78,116,5,19,24,140
855,16,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,1,K&K 6,0,"A.P F 3,4",1,A.P F 5,4,20,3,0,3,23
856,26,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,12,K&K 6,10,"A.P F 3,4",0,A.P F 5,51,77,5,9,14,91
857,17,"K&K 2,3,4,6",1,"K&K 2,3",0,K&K 4,0,K&K 6,1,"A.P F 3,4",0,A.P F 5,3,20,1,0,1,21
858,13,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,0,K&K 6,12,"A.P F 3,4",5,A.P F 5,26,39,5,10,15,54
859,20,"K&K 2,3,4,6",1,"K&K 2,3",2,K&K 4,0,K&K 6,7,"A.P F 3,4",15,A.P F 5,34,54,2,7,9,63
860,27,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,6,K&K 6,15,"A.P F 3,4",15,A.P F 5,68,95,9,14,23,118
861,22,"K&K 2,3,4,6",10,"K&K 2,3",0,K&K 4,4,K&K 6,5,"A.P F 3,4",0,A.P F 5,26,48,7,3,10,58
862,16,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,6,K&K 6,8,"A.P F 3,4",15,A.P F 5,48,64,1,6,7,71
863,28,"K&K 2,3,4,6",0,"K&K 2,3",2,K&K 4,2,K&K 6,10,"A.P F 3,4",7,A.P F 5,28,56,0,0,0,56
864,0,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,1,K&K 6,1,"A.P F 3,4",0,A.P F 5,6,6,0,0,0,6
865,28,"K&K 2,3,4,6",13,"K&K 2,3",0,K&K 4,2,K&K 6,10,"A.P F 3,4",5,A.P F 5,40,68,8,10,18,86
866,34,"K&K 2,3,4,6",0,"K&K 2,3",3,K&K 4,0,K&K 6,11,"A.P F 3,4",4,A.P F 5,23,57,3,1,4,61
867,26,"K&K 2,3,4,6",0,"K&K 2,3",7,K&K 4,0,K&K 6,15,"A.P F 3,4",2,A.P F 5,32,58,0,10,10,68
868,4,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,0,4,0,0,0,4
869,23,"K&K 2,3,4,6",4,"K&K 2,3",15,K&K 4,0,K&K 6,11,"A.P F 3,4",10,A.P F 5,54,77,4,9,13,90
870,1,"K&K 2,3,4,6",1,"K&K 2,3",15,K&K 4,1,K&K 6,1,"A.P F 3,4",3,A.P F 5,27,28,0,0,0,28
871,4,"K&K 2,3,4,6",0,"K&K 2,3",0,K&K 4,0,K&K 6,1,"A.P F 3,4",3,A.P F 5,6,10,0,4,4,14
872,6,"K&K 2,3,4,6",0,"K&K 2,3",10,K&K 4,0,K&K 6,6,"A.P F 3,4",3,A.P F 5,26,32,0,1,1,33
873,3,"K&K 2,3,4,6",1,"K&K 2,3",1,K&K 4,2,K&K 6,14,"A.P F 3,4",15,A.P F 5,43,46,1,3,4,50
874,0,"K&K 2,3,4,6",2,"K&K 2,3",0,K&K 4,0,K&K 6,0,"A.P F 3,4",0,A.P F 5,3,3,0,0,0,3
875,2,"K&K 2,3,4,6",5,"K&K 2,3",15,K&K 4,0,K&K 6,12,"A.P F 3,4",0,A.P F 5,43,45,0,1,1,46
876,45,"K&K 2,3,4,6",15,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,76,121,11,4,15,136
877,36,"K&K 2,3,4,6",1,"K&K 2,3",14,K&K 4,12,K&K 6,15,"A.P F 3,4",10,A.P F 5,68,104,0,0,0,104
878,64,"K&K 2,3,4,6",10,"K&K 2,3",5,K&K 4,15,K&K 6,5,"A.P F 3,4",5,A.P F 5,47,111,5,10,15,126
879,31,"K&K 2,3,4,6",7,"K&K 2,3",15,K&K 4,8,K&K 6,5,"A.P F 3,4",5,A.P F 5,47,78,14,8,22,100
880,59,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,0,"A.P F 3,4",8,A.P F 5,71,130,18,19,37,167
881,32,"K&K 2,3,4,6",0,"K&K 2,3",12,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,108,8,12,20,128
882,75,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,9,K&K 6,7,"A.P F 3,4",12,A.P F 5,68,143,15,55,70,213
883,39,"K&K 2,3,4,6",15,"K&K 2,3",0,K&K 4,15,K&K 6,4,"A.P F 3,4",2,A.P F 5,48,87,10,33,43,130
884,16,"K&K 2,3,4,6",13,"K&K 2,3",15,K&K 4,15,K&K 6,14,"A.P F 3,4",0,A.P F 5,76,92,6,26,32,124
885,56,"K&K 2,3,4,6",2,"K&K 2,3",15,K&K 4,15,K&K 6,13,"A.P F 3,4",14,A.P F 5,76,132,19,7,26,158
886,2,"K&K 2,3,4,6",4,"K&K 2,3",0,K&K 4,5,K&K 6,0,"A.P F 3,4",15,A.P F 5,32,34,5,1,6,40
887,47,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,10,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,127,8,12,19,146
888,23,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",0,A.P F 5,60,83,6,15,21,104
889,39,"K&K 2,3,4,6",12,"K&K 2,3",12,K&K 4,2,K&K 6,13,"A.P F 3,4",9,A.P F 5,62,101,21,23,44,145
890,44,"K&K 2,3,4,6",12,"K&K 2,3",10,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,76,120,22,33,55,175
891,74,"K&K 2,3,4,6",13,"K&K 2,3",6,K&K 4,0,K&K 6,7,"A.P F 3,4",12,A.P F 5,51,125,24,19,43,168
892,43,"K&K 2,3,4,6",15,"K&K 2,3",15,K&K 4,15,K&K 6,12,"A.P F 3,4",8,A.P F 5,76,119,21,11,32,151
893,29,"K&K 2,3,4,6",0,"K&K 2,3",11,K&K 4,8,K&K 6,7,"A.P F 3,4",6,A.P F 5,43,72,21,7,28,100
894,49,"K&K 2,3,4,6",0,"K&K 2,3",15,K&K 4,15,K&K 6,15,"A.P F 3,4",15,A.P F 5,80,129,8,3,11,140
